stream_index	book	chapter	verse	predication_id	previous_predication_id	finite_verb	finite_compact	subject_person	subject_number	subject_refinement_status	subject_refinement_source	continuity_status	continuity_source	independence_status	subordination_status	movement_status	movement_reason_count	movement_reasons
638	1corintios	11	34	1corintios-11-34-P04	1corintios-11-34-P03	ἔλθω	V-AAS-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
639	1corintios	11	34	1corintios-11-34-P05	1corintios-11-34-P04	διατάξομαι	V-FMI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
640	1corintios	12	1	1corintios-12-1-P01	1corintios-11-34-P05	θέλω	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
641	1corintios	12	2	1corintios-12-2-P01	1corintios-12-1-P01	οἴδατε	V-XAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
642	1corintios	12	2	1corintios-12-2-P02	1corintios-12-2-P01	ἦτε	V-IAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
643	1corintios	12	2	1corintios-12-2-P03	1corintios-12-2-P02	ἤγεσθε	V-IPI-2P	2	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	none	0	[]
644	1corintios	12	3	1corintios-12-3-P01	1corintios-12-2-P03	γνωρίζω	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
645	1corintios	12	3	1corintios-12-3-P02	1corintios-12-3-P01	λέγει	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
646	1corintios	12	3	1corintios-12-3-P03	1corintios-12-3-P02	δύναται	V-PMI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
647	1corintios	12	4	1corintios-12-4-P01	1corintios-12-3-P03	εἰσίν	V-PAI-3P	3	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"
648	1corintios	12	5	1corintios-12-5-P01	1corintios-12-4-P01	εἰσιν	V-PAI-3P	3	P	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]
649	1corintios	12	6	1corintios-12-6-P01	1corintios-12-5-P01	εἰσίν	V-PAI-3P	3	P	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]
650	1corintios	12	7	1corintios-12-7-P01	1corintios-12-6-P01	δίδοται	V-PPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"
651	1corintios	12	8	1corintios-12-8-P01	1corintios-12-7-P01	δίδοται	V-PPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
652	1corintios	12	11	1corintios-12-11-P01	1corintios-12-8-P01	ἐνεργεῖ	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
653	1corintios	12	11	1corintios-12-11-P02	1corintios-12-11-P01	βούλεται	V-PMI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
654	1corintios	12	12	1corintios-12-12-P01	1corintios-12-11-P02	ἐστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
655	1corintios	12	12	1corintios-12-12-P02	1corintios-12-12-P01	ἔχει	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
656	1corintios	12	12	1corintios-12-12-P03	1corintios-12-12-P02	ἐστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]
657	1corintios	12	13	1corintios-12-13-P01	1corintios-12-12-P03	ἐβαπτίσθημεν	V-API-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
658	1corintios	12	13	1corintios-12-13-P02	1corintios-12-13-P01	ἐποτίσθημεν	V-API-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
659	1corintios	12	14	1corintios-12-14-P01	1corintios-12-13-P02	ἔστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
660	1corintios	12	15	1corintios-12-15-P01	1corintios-12-14-P01	εἴπῃ	V-AAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
661	1corintios	12	15	1corintios-12-15-P02	1corintios-12-15-P01	εἰμὶ	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	candidate	2	"[""person_change"", ""subject_shift""]"
662	1corintios	12	15	1corintios-12-15-P03	1corintios-12-15-P02	εἰμὶ	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
663	1corintios	12	15	1corintios-12-15-P04	1corintios-12-15-P03	ἔστιν	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
664	1corintios	12	16	1corintios-12-16-P01	1corintios-12-15-P04	εἴπῃ	V-AAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
665	1corintios	12	16	1corintios-12-16-P02	1corintios-12-16-P01	εἰμὶ	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	candidate	2	"[""person_change"", ""subject_shift""]"
666	1corintios	12	16	1corintios-12-16-P03	1corintios-12-16-P02	εἰμὶ	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
667	1corintios	12	16	1corintios-12-16-P04	1corintios-12-16-P03	ἔστιν	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
668	1corintios	12	18	1corintios-12-18-P01	1corintios-12-16-P04	ἔθετο	V-AMI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]
669	1corintios	12	18	1corintios-12-18-P02	1corintios-12-18-P01	ἠθέλησεν	V-AAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
670	1corintios	12	19	1corintios-12-19-P01	1corintios-12-18-P02	ἦν	V-IAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	none	0	[]
671	1corintios	12	21	1corintios-12-21-P01	1corintios-12-19-P01	δύναται	V-PMI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
672	1corintios	12	21	1corintios-12-21-P02	1corintios-12-21-P01	ἔχω	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
673	1corintios	12	21	1corintios-12-21-P03	1corintios-12-21-P02	ἔχω	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
674	1corintios	12	22	1corintios-12-22-P01	1corintios-12-21-P03	ἐστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
675	1corintios	12	23	1corintios-12-23-P01	1corintios-12-22-P01	δοκοῦμεν	V-PAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
676	1corintios	12	23	1corintios-12-23-P02	1corintios-12-23-P01	περιτίθεμεν	V-PAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
677	1corintios	12	23	1corintios-12-23-P03	1corintios-12-23-P02	ἔχει	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
678	1corintios	12	24	1corintios-12-24-P01	1corintios-12-23-P03	ἔχει	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]
679	1corintios	12	24	1corintios-12-24-P02	1corintios-12-24-P01	συνεκέρασεν	V-AAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]
680	1corintios	12	25	1corintios-12-25-P01	1corintios-12-24-P02	ᾖ	V-PAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
681	1corintios	12	25	1corintios-12-25-P02	1corintios-12-25-P01	μεριμνῶσι	V-PAS-3P	3	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"
682	1corintios	12	26	1corintios-12-26-P01	1corintios-12-25-P02	πάσχει	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"
683	1corintios	12	26	1corintios-12-26-P02	1corintios-12-26-P01	συμπάσχει	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]
684	1corintios	12	26	1corintios-12-26-P03	1corintios-12-26-P02	δοξάζεται	V-PPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
685	1corintios	12	26	1corintios-12-26-P04	1corintios-12-26-P03	συγχαίρει	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]
686	1corintios	12	27	1corintios-12-27-P01	1corintios-12-26-P04	ἐστε	V-PAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
687	1corintios	12	28	1corintios-12-28-P01	1corintios-12-27-P01	ἔθετο	V-AMI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
688	1corintios	12	30	1corintios-12-30-P01	1corintios-12-28-P01	ἔχουσιν	V-PAI-3P	3	P	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"
689	1corintios	12	30	1corintios-12-30-P02	1corintios-12-30-P01	λαλοῦσιν	V-PAI-3P	3	P	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]
690	1corintios	12	30	1corintios-12-30-P03	1corintios-12-30-P02	διερμηνεύουσιν	V-PAI-3P	3	P	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]
691	1corintios	12	31	1corintios-12-31-P01	1corintios-12-30-P03	ζηλοῦτε	V-PAD-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
692	1corintios	12	31	1corintios-12-31-P02	1corintios-12-31-P01	δείκνυμι	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
693	1corintios	13	1	1corintios-13-1-P01	1corintios-12-31-P02	λαλῶ	V-PAS-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
694	1corintios	13	1	1corintios-13-1-P02	1corintios-13-1-P01	ἔχω	V-PAS-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
695	1corintios	13	1	1corintios-13-1-P03	1corintios-13-1-P02	γέγονα	V-XAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
696	1corintios	13	2	1corintios-13-2-P01	1corintios-13-1-P03	ἔχω	V-PAS-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
697	1corintios	13	2	1corintios-13-2-P02	1corintios-13-2-P01	εἰδῶ	V-XAS-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
698	1corintios	13	2	1corintios-13-2-P03	1corintios-13-2-P02	ἔχω	V-PAS-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
699	1corintios	13	2	1corintios-13-2-P04	1corintios-13-2-P03	ἔχω	V-PAS-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
700	1corintios	13	2	1corintios-13-2-P05	1corintios-13-2-P04	εἰμι	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
701	1corintios	13	4	1corintios-13-4-P01	1corintios-13-2-P05	μακροθυμεῖ	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
702	1corintios	13	4	1corintios-13-4-P02	1corintios-13-4-P01	χρηστεύεται	V-PMI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
703	1corintios	13	4	1corintios-13-4-P03	1corintios-13-4-P02	ζηλοῖ	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]
704	1corintios	13	4	1corintios-13-4-P04	1corintios-13-4-P03	περπερεύεται	V-PMI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]
