BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	8	1	01	περὶ	01,02,03	en cuanto a	expanded
1corintios	8	1	02	δὲ	04,05	lo sacrificado	expanded
1corintios	8	1	03	τῶν	06,07	a los	expanded
1corintios	8	1	04	εἰδωλοθύτων	08,09,10,11	ídolos sabemos que todos	expanded
1corintios	8	1	05	οἴδαμεν	12	tenemos	direct
1corintios	8	1	06	ὅτι	13	conocimiento	direct
1corintios	8	1	07	πάντες	14	el	direct
1corintios	8	1	08	γνῶσιν	15	conocimiento	direct
1corintios	8	1	09	ἔχομεν	16	envanece	direct
1corintios	8	1	10	ἡ	17	pero	direct
1corintios	8	1	11	γνῶσις	18	el	direct
1corintios	8	1	12	φυσιοῖ	19	amor	direct
1corintios	8	1	13	ἡ	20	edifica	direct
1corintios	8	1	14	δὲ	-	-	missing
1corintios	8	1	15	ἀγάπη	-	-	missing
1corintios	8	1	16	οἰκοδομεῖ	-	-	missing
