BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	12	26	01	καὶ	01,02	si un	expanded
1corintios	12	26	02	εἴτε	03	miembro	direct
1corintios	12	26	03	πάσχει	04	sufre	direct
1corintios	12	26	04	ἓν	05	todos	direct
1corintios	12	26	05	μέλος	06	los	direct
1corintios	12	26	06	συμπάσχει	07	miembros	direct
1corintios	12	26	07	πάντα	08	sufren	direct
1corintios	12	26	08	τὰ	09	con	direct
1corintios	12	26	09	μέλη	10	él	direct
1corintios	12	26	10	εἴτε	11	y	direct
1corintios	12	26	11	δοξάζεται	12	si	direct
1corintios	12	26	12	μέλος	13	un	direct
1corintios	12	26	13	συγχαίρει	14	miembro	direct
1corintios	12	26	14	πάντα	15	es	direct
1corintios	12	26	15	τὰ	16	honrado	direct
1corintios	12	26	16	μέλη	17	todos	direct
