stream_index	book	chapter	verse	predication_id	previous_predication_id	finite_verb	finite_compact	subject_person	subject_number	subject_refinement_status	subject_refinement_source	continuity_status	continuity_source	independence_status	subordination_status	movement_status	movement_reason_count	movement_reasons	movement_class	movement_class_source	structural_weight	regime_capable
545	1corintios	10	27	1corintios-10-27-P02	1corintios-10-27-P01	θέλετε	V-PAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
546	1corintios	10	27	1corintios-10-27-P03	1corintios-10-27-P02	ἐσθίετε	V-PAD-2P	2	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
547	1corintios	10	28	1corintios-10-28-P01	1corintios-10-27-P03	εἴπῃ	V-AAS-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
548	1corintios	10	28	1corintios-10-28-P02	1corintios-10-28-P01	ἐστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
549	1corintios	10	28	1corintios-10-28-P03	1corintios-10-28-P02	ἐσθίετε	V-PAD-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
550	1corintios	10	29	1corintios-10-29-P01	1corintios-10-28-P03	λέγω	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
551	1corintios	10	29	1corintios-10-29-P02	1corintios-10-29-P01	κρίνεται	V-PPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
552	1corintios	10	30	1corintios-10-30-P01	1corintios-10-29-P02	μετέχω	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
553	1corintios	10	30	1corintios-10-30-P02	1corintios-10-30-P01	βλασφημοῦμαι	V-PPI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
554	1corintios	10	30	1corintios-10-30-P03	1corintios-10-30-P02	εὐχαριστῶ	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
555	1corintios	10	31	1corintios-10-31-P01	1corintios-10-30-P03	ἐσθίετε	V-PAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
556	1corintios	10	31	1corintios-10-31-P02	1corintios-10-31-P01	πίνετε	V-PAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
557	1corintios	10	31	1corintios-10-31-P03	1corintios-10-31-P02	ποιεῖτε	V-PAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
558	1corintios	10	31	1corintios-10-31-P04	1corintios-10-31-P03	ποιεῖτε	V-PAD-2P	2	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
559	1corintios	10	32	1corintios-10-32-P01	1corintios-10-31-P04	γίνεσθε	V-PMD-2P	2	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
560	1corintios	10	33	1corintios-10-33-P01	1corintios-10-32-P01	ἀρέσκω	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
561	1corintios	10	33	1corintios-10-33-P02	1corintios-10-33-P01	σωθῶσιν	V-APS-3P	3	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
562	1corintios	11	1	1corintios-11-1-P01	1corintios-10-33-P02	γίνεσθε	V-PMD-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
563	1corintios	11	2	1corintios-11-2-P01	1corintios-11-1-P01	ἐπαινῶ	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
564	1corintios	11	2	1corintios-11-2-P02	1corintios-11-2-P01	μέμνησθε	V-XMI-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
565	1corintios	11	2	1corintios-11-2-P03	1corintios-11-2-P02	παρέδωκα	V-AAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
566	1corintios	11	2	1corintios-11-2-P04	1corintios-11-2-P03	κατέχετε	V-PAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
567	1corintios	11	3	1corintios-11-3-P01	1corintios-11-2-P04	θέλω	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
568	1corintios	11	3	1corintios-11-3-P02	1corintios-11-3-P01	ἐστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
569	1corintios	11	4	1corintios-11-4-P01	1corintios-11-3-P02	καταισχύνει	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
570	1corintios	11	5	1corintios-11-5-P01	1corintios-11-4-P01	καταισχύνει	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
571	1corintios	11	5	1corintios-11-5-P02	1corintios-11-5-P01	ἐστιν	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
572	1corintios	11	6	1corintios-11-6-P01	1corintios-11-5-P02	κατακαλύπτεται	V-PMI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
573	1corintios	11	6	1corintios-11-6-P02	1corintios-11-6-P01	κειράσθω	V-AMD-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
574	1corintios	11	6	1corintios-11-6-P03	1corintios-11-6-P02	κατακαλυπτέσθω	V-PMD-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
575	1corintios	11	7	1corintios-11-7-P01	1corintios-11-6-P03	ὀφείλει	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
576	1corintios	11	7	1corintios-11-7-P02	1corintios-11-7-P01	ἐστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
577	1corintios	11	8	1corintios-11-8-P01	1corintios-11-7-P02	ἐστιν	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
578	1corintios	11	9	1corintios-11-9-P01	1corintios-11-8-P01	ἐκτίσθη	V-API-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
579	1corintios	11	10	1corintios-11-10-P01	1corintios-11-9-P01	ὀφείλει	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
580	1corintios	11	13	1corintios-11-13-P01	1corintios-11-10-P01	κρίνατε	V-AAD-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
581	1corintios	11	13	1corintios-11-13-P02	1corintios-11-13-P01	ἐστὶν	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
582	1corintios	11	14	1corintios-11-14-P01	1corintios-11-13-P02	διδάσκει	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
583	1corintios	11	14	1corintios-11-14-P02	1corintios-11-14-P01	κομᾷ	V-PAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
584	1corintios	11	14	1corintios-11-14-P03	1corintios-11-14-P02	ἐστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
585	1corintios	11	15	1corintios-11-15-P01	1corintios-11-14-P03	κομᾷ	V-PAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
586	1corintios	11	15	1corintios-11-15-P02	1corintios-11-15-P01	ἐστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
587	1corintios	11	15	1corintios-11-15-P03	1corintios-11-15-P02	δέδοται	V-XPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
588	1corintios	11	16	1corintios-11-16-P01	1corintios-11-15-P03	δοκεῖ	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	none	0	[]	stable	no_movement_reason	0	False
589	1corintios	11	16	1corintios-11-16-P02	1corintios-11-16-P01	ἔχομεν	V-PAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
590	1corintios	11	17	1corintios-11-17-P01	1corintios-11-16-P02	ἐπαινῶ	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
591	1corintios	11	17	1corintios-11-17-P02	1corintios-11-17-P01	συνέρχεσθε	V-PMI-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
592	1corintios	11	18	1corintios-11-18-P01	1corintios-11-17-P02	ἀκούω	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
593	1corintios	11	18	1corintios-11-18-P02	1corintios-11-18-P01	πιστεύω	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
594	1corintios	11	19	1corintios-11-19-P01	1corintios-11-18-P02	δεῖ	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
595	1corintios	11	19	1corintios-11-19-P02	1corintios-11-19-P01	γένωνται	V-AMS-3P	3	P	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
596	1corintios	11	20	1corintios-11-20-P01	1corintios-11-19-P02	ἔστιν	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
597	1corintios	11	21	1corintios-11-21-P01	1corintios-11-20-P01	προλαμβάνει	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
598	1corintios	11	21	1corintios-11-21-P02	1corintios-11-21-P01	πεινᾷ	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
599	1corintios	11	21	1corintios-11-21-P03	1corintios-11-21-P02	μεθύει	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
600	1corintios	11	22	1corintios-11-22-P01	1corintios-11-21-P03	ἔχετε	V-PAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
601	1corintios	11	22	1corintios-11-22-P02	1corintios-11-22-P01	καταφρονεῖτε	V-PAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
602	1corintios	11	22	1corintios-11-22-P03	1corintios-11-22-P02	καταισχύνετε	V-PAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
603	1corintios	11	22	1corintios-11-22-P04	1corintios-11-22-P03	εἴπω	V-AAS-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
604	1corintios	11	22	1corintios-11-22-P05	1corintios-11-22-P04	ἐπαινέσω	V-AAS-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
605	1corintios	11	22	1corintios-11-22-P06	1corintios-11-22-P05	ἐπαινῶ	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
606	1corintios	11	23	1corintios-11-23-P01	1corintios-11-22-P06	παρέλαβον	V-AAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
607	1corintios	11	23	1corintios-11-23-P02	1corintios-11-23-P01	παρέδωκα	V-AAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
608	1corintios	11	23	1corintios-11-23-P03	1corintios-11-23-P02	παρεδίδετο	V-IPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
609	1corintios	11	23	1corintios-11-23-P04	1corintios-11-23-P03	ἔλαβεν	V-AAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
610	1corintios	11	24	1corintios-11-24-P01	1corintios-11-23-P04	ἔκλασεν	V-AAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
611	1corintios	11	24	1corintios-11-24-P02	1corintios-11-24-P01	εἶπεν	V-AAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
612	1corintios	11	24	1corintios-11-24-P03	1corintios-11-24-P02	ἐστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
613	1corintios	11	24	1corintios-11-24-P04	1corintios-11-24-P03	ποιεῖτε	V-PAD-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
614	1corintios	11	25	1corintios-11-25-P01	1corintios-11-24-P04	ἐστὶν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
615	1corintios	11	25	1corintios-11-25-P02	1corintios-11-25-P01	ποιεῖτε	V-PAD-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
616	1corintios	11	25	1corintios-11-25-P03	1corintios-11-25-P02	πίνητε	V-PAS-2P	2	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
617	1corintios	11	26	1corintios-11-26-P01	1corintios-11-25-P03	ἐσθίητε	V-PAS-2P	2	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	none	0	[]	stable	no_movement_reason	0	False
618	1corintios	11	26	1corintios-11-26-P02	1corintios-11-26-P01	πίνητε	V-PAS-2P	2	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
619	1corintios	11	26	1corintios-11-26-P03	1corintios-11-26-P02	καταγγέλλετε	V-PAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
620	1corintios	11	26	1corintios-11-26-P04	1corintios-11-26-P03	ἔλθῃ	V-AAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
621	1corintios	11	27	1corintios-11-27-P01	1corintios-11-26-P04	ἐσθίῃ	V-PAS-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
622	1corintios	11	27	1corintios-11-27-P02	1corintios-11-27-P01	πίνῃ	V-PAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
623	1corintios	11	27	1corintios-11-27-P03	1corintios-11-27-P02	ἔσται	V-FMI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
624	1corintios	11	28	1corintios-11-28-P01	1corintios-11-27-P03	δοκιμαζέτω	V-PAD-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
625	1corintios	11	28	1corintios-11-28-P02	1corintios-11-28-P01	ἐσθιέτω	V-PAD-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
626	1corintios	11	28	1corintios-11-28-P03	1corintios-11-28-P02	πινέτω	V-PAD-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
627	1corintios	11	29	1corintios-11-29-P01	1corintios-11-28-P03	ἐσθίει	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
628	1corintios	11	29	1corintios-11-29-P02	1corintios-11-29-P01	πίνει	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
629	1corintios	11	30	1corintios-11-30-P01	1corintios-11-29-P02	κοιμῶνται	V-PMI-3P	3	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
630	1corintios	11	31	1corintios-11-31-P01	1corintios-11-30-P01	διεκρίνομεν	V-IAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
631	1corintios	11	31	1corintios-11-31-P02	1corintios-11-31-P01	ἐκρινόμεθα	V-IPI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
632	1corintios	11	32	1corintios-11-32-P01	1corintios-11-31-P02	παιδευόμεθα	V-PPI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
633	1corintios	11	32	1corintios-11-32-P02	1corintios-11-32-P01	κατακριθῶμεν	V-APS-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
634	1corintios	11	33	1corintios-11-33-P01	1corintios-11-32-P02	ἐκδέχεσθε	V-PMD-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	candidate	2	"[""person_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
635	1corintios	11	34	1corintios-11-34-P01	1corintios-11-33-P01	πεινᾷ	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
636	1corintios	11	34	1corintios-11-34-P02	1corintios-11-34-P01	ἐσθιέτω	V-PAD-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
637	1corintios	11	34	1corintios-11-34-P03	1corintios-11-34-P02	συνέρχησθε	V-PMS-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
638	1corintios	11	34	1corintios-11-34-P04	1corintios-11-34-P03	ἔλθω	V-AAS-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
639	1corintios	11	34	1corintios-11-34-P05	1corintios-11-34-P04	διατάξομαι	V-FMI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
640	1corintios	12	1	1corintios-12-1-P01	1corintios-11-34-P05	θέλω	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
641	1corintios	12	2	1corintios-12-2-P01	1corintios-12-1-P01	οἴδατε	V-XAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
642	1corintios	12	2	1corintios-12-2-P02	1corintios-12-2-P01	ἦτε	V-IAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
643	1corintios	12	2	1corintios-12-2-P03	1corintios-12-2-P02	ἤγεσθε	V-IPI-2P	2	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	none	0	[]	stable	no_movement_reason	0	False
644	1corintios	12	3	1corintios-12-3-P01	1corintios-12-2-P03	γνωρίζω	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
645	1corintios	12	3	1corintios-12-3-P02	1corintios-12-3-P01	λέγει	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
